match_id,checkpoint,runs,wickets,overs_left,run_rate,runs_per_wicket,pressure_index,checkpoint_ratio,momentum_runs,momentum_wickets,momentum_runrate,momentum_score,venue,season,toss_winner,winner,batting_first_team,target_batfirst,par_runs_cp_final,exp_remain_final,par_gap_cp,exp_final_20,resource_frac,venue_mean_runs_cp,venue_mean_wkts_cp,season_mean_runs_cp,season_mean_wkts_cp,venue_mean_exp_final20,team1,team2,elo_team1_pre,elo_team2_pre,elo_diff_pre,elo_bat_first,elo_bowl_first,elo_diff,runs_x_wickets,r_pw_x_momentum
524917,15,123,2,5,8.2,41.0,6.833333333333333,0.75,37,1,7.4,5.4,Adelaide Oval,2011,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,1,129.0144927536232,52.0,-6.014492753623188,175.0,0.32175502742230344,117.92753623188406,3.550724637681159,115.83333333333333,3.4166666666666665,165.88374827806138,Adelaide Strikers,Melbourne Renegades,1500.0,1500.0,0.0,1500.0,1500.0,0.0,246,221.4
524917,20,189,5,0,9.45,31.5,31.5,1.0,66,3,13.2,7.199999999999999,Adelaide Oval,2011,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,1,174.51111111111112,0.0,14.48888888888888,189.0,0.0,169.55384615384617,6.107692307692307,162.41666666666666,6.666666666666667,165.88374827806138,Adelaide Strikers,Melbourne Renegades,1500.0,1500.0,0.0,1500.0,1500.0,0.0,945,226.79999999999998
524918,6,34,1,14,5.666666666666667,17.0,1.1333333333333333,0.3,31,1,6.2,4.2,Western Australia Cricket Association Ground,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,47.2952380952381,119.83809523809524,-13.295238095238098,153.83809523809524,0.7415098003763451,42.08571428571429,1.3428571428571427,46.333333333333336,0.6666666666666666,157.05409796875375,Perth Scorchers,Hobart Hurricanes,1500.0,1500.0,0.0,1500.0,1500.0,0.0,34,71.4
524918,10,66,2,10,6.6,22.0,2.0,0.5,42,2,8.4,4.4,Western Australia Cricket Association Ground,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,76.94827586206897,88.93103448275862,-10.948275862068968,154.9310344827586,0.5502693738210349,70.6,2.2285714285714286,74.25,1.6666666666666667,157.05409796875375,Perth Scorchers,Hobart Hurricanes,1500.0,1500.0,0.0,1500.0,1500.0,0.0,132,96.80000000000001
524918,15,107,4,5,7.133333333333334,21.4,3.5666666666666664,0.75,41,2,8.2,4.199999999999999,Western Australia Cricket Association Ground,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,112.85897435897436,47.43589743589744,-5.858974358974365,154.43589743589743,0.29351420154401453,109.14285714285714,3.7714285714285714,115.83333333333333,3.4166666666666665,157.05409796875375,Perth Scorchers,Hobart Hurricanes,1500.0,1500.0,0.0,1500.0,1500.0,0.0,428,89.87999999999998
524918,20,140,10,0,7.0,12.727272727272727,12.727272727272727,1.0,33,6,6.6,-5.4,Western Australia Cricket Association Ground,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,137.65625,0.0,2.34375,140.0,0.0,157.4848484848485,6.03030303030303,162.41666666666666,6.666666666666667,157.05409796875375,Perth Scorchers,Hobart Hurricanes,1500.0,1500.0,0.0,1500.0,1500.0,0.0,1400,-68.72727272727273
524919,6,44,2,14,7.333333333333333,14.666666666666666,0.9777777777777777,0.3,40,2,8.0,4.0,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2011,Melbourne Stars,Melbourne Stars,Melbourne Stars,1,41.6,108.84827586206896,2.3999999999999986,152.84827586206896,0.6735092304782778,46.981818181818184,1.6,46.333333333333336,0.6666666666666666,164.2941818367128,Brisbane Heat,Melbourne Stars,1490.0,1490.0,0.0,1490.0,1490.0,0.0,88,58.666666666666664
524919,10,84,2,10,8.4,28.0,2.5454545454545454,0.5,53,0,10.6,10.6,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2011,Melbourne Stars,Melbourne Stars,Melbourne Stars,1,76.94827586206897,88.93103448275862,7.051724137931032,172.9310344827586,0.5502693738210349,76.6,2.618181818181818,74.25,1.6666666666666667,164.2941818367128,Brisbane Heat,Melbourne Stars,1490.0,1490.0,0.0,1490.0,1490.0,0.0,168,296.8
524919,15,140,3,5,9.333333333333334,35.0,5.833333333333333,0.75,56,1,11.2,9.2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2011,Melbourne Stars,Melbourne Stars,Melbourne Stars,1,120.06428571428572,50.65,19.935714285714283,190.65,0.313401771902686,118.0925925925926,3.9814814814814814,115.83333333333333,3.4166666666666665,164.2941818367128,Brisbane Heat,Melbourne Stars,1490.0,1490.0,0.0,1490.0,1490.0,0.0,420,322.0
524919,20,177,7,0,8.85,22.125,22.125,1.0,37,4,7.4,-0.5999999999999996,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2011,Melbourne Stars,Melbourne Stars,Melbourne Stars,1,161.1888888888889,0.0,15.811111111111103,177.0,0.0,168.98076923076923,6.576923076923077,162.41666666666666,6.666666666666667,164.2941818367128,Brisbane Heat,Melbourne Stars,1490.0,1490.0,0.0,1490.0,1490.0,0.0,1239,-13.274999999999991
524920,6,37,1,14,6.166666666666667,18.5,1.2333333333333334,0.3,34,1,6.8,4.8,"Bellerive Oval, Hobart",2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,47.2952380952381,119.83809523809524,-10.295238095238098,156.83809523809524,0.7415098003763451,45.910714285714285,1.4107142857142858,46.333333333333336,0.6666666666666666,165.62417704081543,Hobart Hurricanes,Sydney Sixers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,37,88.8
524920,10,63,1,10,6.3,31.5,2.8636363636363638,0.5,32,1,6.4,4.4,"Bellerive Oval, Hobart",2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,83.3076923076923,95.89423076923077,-20.307692307692307,158.89423076923077,0.5933548240537412,76.74545454545455,2.1454545454545455,74.25,1.6666666666666667,165.62417704081543,Hobart Hurricanes,Sydney Sixers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,63,138.60000000000002
524920,15,111,1,5,7.4,55.5,9.25,0.75,48,0,9.6,9.6,"Bellerive Oval, Hobart",2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,134.52,53.76,-23.52000000000001,164.76,0.3326451975812122,119.47272727272727,3.5272727272727273,115.83333333333333,3.4166666666666665,165.62417704081543,Hobart Hurricanes,Sydney Sixers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,111,532.8
524920,20,169,3,0,8.45,42.25,42.25,1.0,58,2,11.6,7.6,"Bellerive Oval, Hobart",2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,190.16,0.0,-21.159999999999997,169.0,0.0,168.73584905660377,6.264150943396227,162.41666666666666,6.666666666666667,165.62417704081543,Hobart Hurricanes,Sydney Sixers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,507,321.09999999999997
524921,6,53,0,14,8.833333333333334,53.0,3.533333333333333,0.3,48,0,9.6,9.6,"Docklands Stadium, Melbourne",2011,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,53.71028037383178,122.3644859813084,-0.7102803738317789,175.3644859813084,0.7571420873544606,43.77777777777778,1.5873015873015872,46.333333333333336,0.6666666666666666,160.46247541479894,Melbourne Renegades,Perth Scorchers,1490.0,1490.0,0.0,1490.0,1490.0,0.0,0,508.79999999999995
524921,10,89,0,10,8.9,89.0,8.090909090909092,0.5,41,0,8.2,8.2,"Docklands Stadium, Melbourne",2011,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,87.27586206896552,97.86206896551724,1.7241379310344769,186.86206896551724,0.6055310131462183,73.0952380952381,2.4126984126984126,74.25,1.6666666666666667,160.46247541479894,Melbourne Renegades,Perth Scorchers,1490.0,1490.0,0.0,1490.0,1490.0,0.0,0,729.8
524921,15,140,2,5,9.333333333333334,46.666666666666664,7.777777777777778,0.75,51,2,10.2,6.199999999999999,"Docklands Stadium, Melbourne",2011,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,129.0144927536232,52.0,10.985507246376812,192.0,0.32175502742230344,112.46031746031746,3.8412698412698414,115.83333333333333,3.4166666666666665,160.46247541479894,Melbourne Renegades,Perth Scorchers,1490.0,1490.0,0.0,1490.0,1490.0,0.0,280,289.33333333333326
524921,20,188,3,0,9.4,47.0,47.0,1.0,48,1,9.6,7.6,"Docklands Stadium, Melbourne",2011,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,190.16,0.0,-2.1599999999999966,188.0,0.0,163.86666666666667,6.0,162.41666666666666,6.666666666666667,160.46247541479894,Melbourne Renegades,Perth Scorchers,1490.0,1490.0,0.0,1490.0,1490.0,0.0,564,357.2
524922,6,46,2,14,7.666666666666667,15.333333333333334,1.0222222222222224,0.3,42,2,8.4,4.4,Stadium Australia,2011,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,41.6,108.84827586206896,4.399999999999999,154.84827586206896,0.6735092304782778,40.46153846153846,1.2307692307692308,46.333333333333336,0.6666666666666666,153.37025498408374,Sydney Thunder,Adelaide Strikers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,92,67.46666666666667
524922,10,61,4,10,6.1,12.2,1.1090909090909091,0.5,21,3,4.2,-1.7999999999999998,Stadium Australia,2011,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,64.2258064516129,80.45161290322581,-3.225806451612897,141.4516129032258,0.49780213299703774,65.84615384615384,2.3076923076923075,74.25,1.6666666666666667,153.37025498408374,Sydney Thunder,Adelaide Strikers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,244,-21.959999999999997
524922,15,98,4,5,6.533333333333333,19.6,3.266666666666667,0.75,37,0,7.4,7.4,Stadium Australia,2011,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,112.85897435897436,47.43589743589744,-14.858974358974365,145.43589743589743,0.29351420154401453,104.3076923076923,3.769230769230769,115.83333333333333,3.4166666666666665,153.37025498408374,Sydney Thunder,Adelaide Strikers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,392,145.04000000000002
524922,20,155,8,0,7.75,17.22222222222222,17.22222222222222,1.0,57,4,11.4,3.4000000000000004,Stadium Australia,2011,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,152.3661971830986,0.0,2.633802816901408,155.0,0.0,152.91666666666666,6.333333333333333,162.41666666666666,6.666666666666667,153.37025498408374,Sydney Thunder,Adelaide Strikers,1510.0,1510.0,0.0,1510.0,1510.0,0.0,1240,58.55555555555556
524923,6,53,1,14,8.833333333333334,26.5,1.7666666666666666,0.3,50,1,10.0,8.0,"Sydney Cricket Ground, Sydney",2011,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,47.2952380952381,119.83809523809524,5.704761904761902,172.83809523809524,0.7415098003763451,45.98275862068966,1.6206896551724137,46.333333333333336,0.6666666666666666,158.9751133410484,Sydney Sixers,Melbourne Stars,1500.0,1500.0,0.0,1500.0,1500.0,0.0,53,212.0
524923,10,79,2,10,7.9,26.333333333333332,2.393939393939394,0.5,40,1,8.0,6.0,"Sydney Cricket Ground, Sydney",2011,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,76.94827586206897,88.93103448275862,2.051724137931032,167.9310344827586,0.5502693738210349,73.89473684210526,2.6491228070175437,74.25,1.6666666666666667,158.9751133410484,Sydney Sixers,Melbourne Stars,1500.0,1500.0,0.0,1500.0,1500.0,0.0,158,158.0
524923,15,112,5,5,7.466666666666667,18.666666666666668,3.111111111111111,0.75,33,3,6.6,0.5999999999999996,"Sydney Cricket Ground, Sydney",2011,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,103.86585365853658,43.68292682926829,8.13414634146342,155.6829268292683,0.2702923330738018,111.64814814814815,3.925925925925926,115.83333333333333,3.4166666666666665,158.9751133410484,Sydney Sixers,Melbourne Stars,1500.0,1500.0,0.0,1500.0,1500.0,0.0,560,11.199999999999994
524923,20,166,9,0,8.3,16.6,16.6,1.0,54,4,10.8,2.8000000000000007,"Sydney Cricket Ground, Sydney",2011,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,141.22727272727272,0.0,24.77272727272728,166.0,0.0,160.01960784313727,6.490196078431373,162.41666666666666,6.666666666666667,158.9751133410484,Sydney Sixers,Melbourne Stars,1500.0,1500.0,0.0,1500.0,1500.0,0.0,1494,46.48000000000002
524924,6,41,0,14,6.833333333333333,41.0,2.7333333333333334,0.3,37,0,7.4,7.4,Adelaide Oval,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,53.71028037383178,122.3644859813084,-12.710280373831779,163.3644859813084,0.7571420873544606,47.014084507042256,1.3098591549295775,46.333333333333336,0.6666666666666666,165.88374827806138,Adelaide Strikers,Hobart Hurricanes,1500.0,1520.0,-20.0,1520.0,1500.0,20.0,0,303.40000000000003
524924,10,69,1,10,6.9,34.5,3.1363636363636362,0.5,33,1,6.6,4.6,Adelaide Oval,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,83.3076923076923,95.89423076923077,-14.307692307692307,164.89423076923077,0.5933548240537412,77.98591549295774,2.267605633802817,74.25,1.6666666666666667,165.88374827806138,Adelaide Strikers,Hobart Hurricanes,1500.0,1520.0,-20.0,1520.0,1500.0,20.0,69,158.7
524924,15,105,2,5,7.0,35.0,5.833333333333333,0.75,36,1,7.2,5.2,Adelaide Oval,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,129.0144927536232,52.0,-24.014492753623188,157.0,0.32175502742230344,117.92753623188406,3.550724637681159,115.83333333333333,3.4166666666666665,165.88374827806138,Adelaide Strikers,Hobart Hurricanes,1500.0,1520.0,-20.0,1520.0,1500.0,20.0,210,182.0
524924,20,171,4,0,8.55,34.2,34.2,1.0,66,2,13.2,9.2,Adelaide Oval,2011,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,181.0,0.0,-10.0,171.0,0.0,169.55384615384617,6.107692307692307,162.41666666666666,6.666666666666667,165.88374827806138,Adelaide Strikers,Hobart Hurricanes,1500.0,1520.0,-20.0,1520.0,1500.0,20.0,684,314.64
524925,6,68,0,14,11.333333333333334,68.0,4.533333333333333,0.3,58,0,11.6,11.6,Western Australia Cricket Association Ground,2011,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,53.71028037383178,122.3644859813084,14.289719626168221,190.3644859813084,0.7571420873544606,42.08571428571429,1.3428571428571427,46.333333333333336,0.6666666666666666,157.05409796875375,Perth Scorchers,Brisbane Heat,1500.0,1480.0,20.0,1500.0,1480.0,20.0,0,788.8
524925,10,91,2,10,9.1,30.333333333333332,2.7575757575757573,0.5,38,2,7.6,3.5999999999999996,Western Australia Cricket Association Ground,2011,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,76.94827586206897,88.93103448275862,14.051724137931032,179.9310344827586,0.5502693738210349,70.6,2.2285714285714286,74.25,1.6666666666666667,157.05409796875375,Perth Scorchers,Brisbane Heat,1500.0,1480.0,20.0,1500.0,1480.0,20.0,182,109.19999999999999
524925,15,129,5,5,8.6,21.5,3.5833333333333335,0.75,38,3,7.6,1.5999999999999996,Western Australia Cricket Association Ground,2011,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,103.86585365853658,43.68292682926829,25.13414634146342,172.6829268292683,0.2702923330738018,109.14285714285714,3.7714285714285714,115.83333333333333,3.4166666666666665,157.05409796875375,Perth Scorchers,Brisbane Heat,1500.0,1480.0,20.0,1500.0,1480.0,20.0,645,34.39999999999999
524925,20,162,8,0,8.1,18.0,18.0,1.0,33,3,6.6,0.5999999999999996,Western Australia Cricket Association Ground,2011,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,152.3661971830986,0.0,9.633802816901408,162.0,0.0,157.4848484848485,6.03030303030303,162.41666666666666,6.666666666666667,157.05409796875375,Perth Scorchers,Brisbane Heat,1500.0,1480.0,20.0,1500.0,1480.0,20.0,1296,10.799999999999994
524926,6,51,0,14,8.5,51.0,3.4,0.3,47,0,9.4,9.4,Stadium Australia,2011,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,53.71028037383178,122.3644859813084,-2.710280373831779,173.3644859813084,0.7571420873544606,40.46153846153846,1.2307692307692308,46.333333333333336,0.6666666666666666,153.37025498408374,Sydney Thunder,Melbourne Renegades,1520.0,1480.0,40.0,1480.0,1520.0,-40.0,0,479.40000000000003
524926,10,81,0,10,8.1,81.0,7.363636363636363,0.5,38,0,7.6,7.6,Stadium Australia,2011,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,87.27586206896552,97.86206896551724,-6.275862068965523,178.86206896551724,0.6055310131462183,65.84615384615384,2.3076923076923075,74.25,1.6666666666666667,153.37025498408374,Sydney Thunder,Melbourne Renegades,1520.0,1480.0,40.0,1480.0,1520.0,-40.0,0,615.6
524926,15,108,3,5,7.2,27.0,4.5,0.75,27,3,5.4,-0.5999999999999996,Stadium Australia,2011,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,120.06428571428572,50.65,-12.064285714285717,158.65,0.313401771902686,104.3076923076923,3.769230769230769,115.83333333333333,3.4166666666666665,153.37025498408374,Sydney Thunder,Melbourne Renegades,1520.0,1480.0,40.0,1480.0,1520.0,-40.0,324,-16.19999999999999
524926,20,140,8,0,7.0,15.555555555555555,15.555555555555555,1.0,32,5,6.4,-3.5999999999999996,Stadium Australia,2011,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,152.3661971830986,0.0,-12.366197183098592,140.0,0.0,152.91666666666666,6.333333333333333,162.41666666666666,6.666666666666667,153.37025498408374,Sydney Thunder,Melbourne Renegades,1520.0,1480.0,40.0,1480.0,1520.0,-40.0,1120,-55.99999999999999
524927,6,39,1,14,6.5,19.5,1.3,0.3,36,1,7.2,5.2,"Bellerive Oval, Hobart",2012,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,47.2952380952381,119.83809523809524,-8.295238095238098,158.83809523809524,0.7415098003763451,45.910714285714285,1.4107142857142858,41.529411764705884,1.5294117647058822,165.62417704081543,Hobart Hurricanes,Sydney Thunder,1529.4249887221547,1508.8537673247542,20.57122139740045,1508.8537673247542,1529.4249887221547,-20.57122139740045,39,101.4
524927,10,75,1,10,7.5,37.5,3.409090909090909,0.5,37,1,7.4,5.4,"Bellerive Oval, Hobart",2012,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,83.3076923076923,95.89423076923077,-8.307692307692307,170.89423076923077,0.5933548240537412,76.74545454545455,2.1454545454545455,69.97058823529412,2.4705882352941178,165.62417704081543,Hobart Hurricanes,Sydney Thunder,1529.4249887221547,1508.8537673247542,20.57122139740045,1508.8537673247542,1529.4249887221547,-20.57122139740045,75,202.5
524927,15,109,2,5,7.266666666666667,36.333333333333336,6.055555555555556,0.75,34,1,6.8,4.8,"Bellerive Oval, Hobart",2012,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,129.0144927536232,52.0,-20.014492753623188,161.0,0.32175502742230344,119.47272727272727,3.5272727272727273,107.60606060606061,3.787878787878788,165.62417704081543,Hobart Hurricanes,Sydney Thunder,1529.4249887221547,1508.8537673247542,20.57122139740045,1508.8537673247542,1529.4249887221547,-20.57122139740045,218,174.4
524927,20,138,8,0,6.9,15.333333333333334,15.333333333333334,1.0,29,6,5.8,-6.2,"Bellerive Oval, Hobart",2012,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,152.3661971830986,0.0,-14.366197183098592,138.0,0.0,168.73584905660377,6.264150943396227,155.03225806451613,6.645161290322581,165.62417704081543,Hobart Hurricanes,Sydney Thunder,1529.4249887221547,1508.8537673247542,20.57122139740045,1508.8537673247542,1529.4249887221547,-20.57122139740045,1104,-95.06666666666668
524928,6,44,1,14,7.333333333333333,22.0,1.4666666666666666,0.3,40,1,8.0,6.0,"Docklands Stadium, Melbourne",2012,Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,47.2952380952381,119.83809523809524,-3.2952380952380977,163.83809523809524,0.7415098003763451,43.77777777777778,1.5873015873015872,41.529411764705884,1.5294117647058822,160.46247541479894,Melbourne Renegades,Sydney Sixers,1491.1462326752458,1510.0,-18.853767324754244,1510.0,1491.1462326752458,18.853767324754244,44,132.0
524928,10,72,3,10,7.2,18.0,1.6363636363636365,0.5,41,2,8.2,4.199999999999999,"Docklands Stadium, Melbourne",2012,Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,69.30201342281879,84.68456375838926,2.6979865771812115,156.68456375838926,0.5239939256601219,73.0952380952381,2.4126984126984126,69.97058823529412,2.4705882352941178,160.46247541479894,Melbourne Renegades,Sydney Sixers,1491.1462326752458,1510.0,-18.853767324754244,1510.0,1491.1462326752458,18.853767324754244,216,75.6
524928,15,113,3,5,7.533333333333333,28.25,4.708333333333333,0.75,41,0,8.2,8.2,"Docklands Stadium, Melbourne",2012,Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,120.06428571428572,50.65,-7.064285714285717,163.65,0.313401771902686,112.46031746031746,3.8412698412698414,107.60606060606061,3.787878787878788,160.46247541479894,Melbourne Renegades,Sydney Sixers,1491.1462326752458,1510.0,-18.853767324754244,1510.0,1491.1462326752458,18.853767324754244,339,231.64999999999998
524928,20,161,6,0,8.05,23.0,23.0,1.0,48,3,9.6,3.5999999999999996,"Docklands Stadium, Melbourne",2012,Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,162.57843137254903,0.0,-1.5784313725490335,161.0,0.0,163.86666666666667,6.0,155.03225806451613,6.645161290322581,160.46247541479894,Melbourne Renegades,Sydney Sixers,1491.1462326752458,1510.0,-18.853767324754244,1510.0,1491.1462326752458,18.853767324754244,966,82.8
524930,6,53,1,14,8.833333333333334,26.5,1.7666666666666666,0.3,48,1,9.6,7.6,Melbourne Cricket Ground,2012,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,47.2952380952381,119.83809523809524,5.704761904761902,172.83809523809524,0.7415098003763451,45.59375,1.34375,41.529411764705884,1.5294117647058822,160.14499587536227,Melbourne Stars,Perth Scorchers,1490.0,1509.4249887221547,-19.424988722154694,1509.4249887221547,1490.0,19.424988722154694,53,201.39999999999998
524930,10,80,2,10,8.0,26.666666666666668,2.4242424242424243,0.5,34,2,6.8,2.8,Melbourne Cricket Ground,2012,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,76.94827586206897,88.93103448275862,3.051724137931032,168.9310344827586,0.5502693738210349,73.25,2.34375,69.97058823529412,2.4705882352941178,160.14499587536227,Melbourne Stars,Perth Scorchers,1490.0,1509.4249887221547,-19.424988722154694,1509.4249887221547,1490.0,19.424988722154694,160,74.66666666666667
